time ,cn,text,viwer,numTokens,numLexTokens_valence,avgValence,numLexTokens_arousal,avgArousal,numLexTokens_dominance,avgDominance
"[22:46.450,22:56.875,0]",嗯，是的，1号2号链接，3号链接都上了，真的喜欢想要宝贝去买去拍120，40多斤，买个120，如果超过48斤的话，就买13吧。,"Well, yes, No. 1, No. 2 link, No. 3 link are on, really like to want the baby to buy to shoot 120, 40 pounds, buy a 120, if more than 48 pounds, buy 13.",1277,18,8,0.632375,8,0.607125,8,0.556375
"[22:56.875,23:0.650,0]",是的啊，这个衣服今天我们给大家呢，领到优惠券。,"Yes, we are giving this dress to everyone today. We got a coupon.",1277,10,2,0.7775,2,0.3165,2,0.465
"[23:0.720,23:4.520,0]",的宝贝去下单，领到优惠券的宝贝去下单。,"Baby to order, get the coupon baby to order.",1281,7,4,0.7795,4,0.406,4,0.4995
"[23:4.520,23:14.220,0]",今天给大家79块9起买棉服，秋冬春三个季节能当内搭，能当外套，洗完它不会成坨的男生女生都能去穿。,"Today, I give you 79 pieces of 9 to buy cotton clothes, autumn and winter and spring three seasons can be when the inside, when the coat, wash it will not become a lump of boys and girls can go to wear.",1284,35,15,0.666266667,15,0.363066667,15,0.480266667
"[23:14.270,23:19.420,0]",你在线下逛街，呃，几十几十分钟的话，那这几十块钱你都不知道花哪儿了。,"If you go shopping offline for, uh, dozens of minutes, then you don't know where to spend the tens of dollars.",1284,16,4,0.7155,4,0.498,4,0.55175
"[23:19.470,23:31.770,0]",今天在我直播间给到大家是明明白白花的，也知道你们买的是什么棉服的好吧，没有80的啊，能当内搭能当外套去穿的，你们到时候单穿它可以穿15°以上。,"Today in my live broadcast to everyone is clearly spent, I also know what you bought cotton jacket, OK, there is no 80 ah, can be used as the inside can be used as a coat to wear, you can wear it alone at that time more than 15 degrees.",1309,42,17,0.604529412,17,0.332647059,17,0.435117647
"[23:31.820,23:39.770,0]",如果觉得15°以下比较冷了，里面搭一个保暖衣啊，外面搭一个马甲是吧，羽绒服什么的搭上去，它都能穿的更加久一点。,"If you feel that it is cold below 15掳, you can put on a warm coat inside, put on a vest outside, and put on a down jacket, it can be worn for a little longer.",1298,31,14,0.557214286,14,0.372428571,14,0.430142857
"[23:39.820,23:47.745,0]",今天我就开了100单，100单很快的直播间，1200个宝贝们都是在去点这个链接去买的，收到货，品质不会让你们失望。,"Today I opened 100 orders, 100 orders quickly broadcast room, 1200 babies are going to click this link to buy, received goods, quality will not let you down.",1245,20,9,0.648333333,9,0.448,9,0.507444444
"[23:47.745,23:50.120,0]",今天价格开的便宜，但是品质不打折。,"The price is cheap today, but the quality is not discounted.",1191,9,3,0.662333333,3,0.463,3,0.553
"[23:50.170,23:58.370,0]",我家直播间是新号，所以我们最后23，我们的这一波的话，就是让大家第一次来的宝贝可以先有第一次的体验感。,"My home broadcast room is a new number, so our last 23, our wave words, is to let everyone's first time to the baby can have the first experience.",1131,24,12,0.6895,12,0.408,12,0.53425
"[23:58.670,24:0.670,0]",收到货都可以对比一下线。,You can compare the goods when you receive them.,1131,8,4,0.7105,4,0.4065,4,0.56375
"[24:0.740,24:9.390,0]",那你们买一百八九的品质觉得值得再留下不值没关系，等于说今天就是让你们花小钱体验高货来的，真的喜欢的不要错过。,"Then you buy 189 quality feel worth leaving it is not worth it, equal to say that today is to let you spend a little money to experience high goods, really like don't miss.",1094,29,16,0.69325,16,0.4710625,16,0.5750625
"[24:9.390,24:17.290,0]",如果这个衣服的话，拍完我就直接恢复到129了啊，所以说，你们今天真心喜欢想要宝贝们直接去买，直接去拍就可以了。,"If this dress, I will directly recover to 129 after shooting, so, you really like to want babies today directly to buy, directly to shoot on it.",1094,21,9,0.682777778,9,0.482777778,9,0.613222222
"[24:17.340,24:25.515,0]",呃，八十四二十二斤买个九零码，八十五二十斤买90码，最后10单十单的话，我们再留15秒截单吧。,"Uh, 90 yards for $842, 90 yards for $85, and for the last 10 orders, we'll leave another 15 seconds for the cut-off.",996,13,1,0.375,1,0.315,1,0.295
"[24:25.515,24:29.140,0]",后台好的啊，没有160的男生女生都能去穿的。,"All right, backstage. No 160 boys or girls can wear it.",996,7,2,0.487,2,0.365,2,0.3545
"[24:29.190,24:34.340,0]",这一件比较偏厚实，这一件比较偏轻薄，这件比较偏轻薄。,"This one is on the thick side, this one is on the light side, and this one is on the light side.",941,19,6,0.602833333,6,0.324833333,6,0.457333333
"[24:34.390,24:38.740,0]",然后，你们喜欢轻薄的厚实的都可以去按去下单，好不好呃？,"Then, you can order any thin or thick ones you like, OK?",871,9,4,0.59,4,0.35625,4,0.555
"[24:38.740,24:47.140,0]",然后，这个衬衫也是给你们做加棉的，两个都是棉服来的衬衫到手价格今天给你们59块9起的，也是改好福利价格了。,"Then, this shirt is also made for you to add cotton, two are cotton-padded shirts from the hand price today to give you 59.9 yuan, is also changed the welfare price.",863,25,9,0.657666667,9,0.341111111,9,0.465555556
"[24:47.140,25:0.690,0]",衬衫没有开那么多单啊，衬衫拍完后台记得把价格恢复到我们正常售卖价格109好的，我觉得这一件它更适合那种内搭的内胆，就是你们到时候可以放在羽绒服里面去穿的裤子，给大家。,"There are not so many orders for the shirt. After the shirt is taken backstage, remember to restore the price to our normal sale price 109. Ok, I think this one is more suitable for the kind of inner lining, that is, the pants you can put under the down jacket to wear.",839,46,17,0.640705882,17,0.349470588,17,0.473352941
"[25:0.760,25:4.360,0]",收到的是加绒不加绒的都有南北方根据需求去选择。,The ones received with or without cashmere can be selected by the north and the south according to the demand.,803,19,6,0.620666667,6,0.334666667,6,0.481166667
"[25:4.460,25:14.410,0]",然后这个裤子今天也是39块9开的福利价格是的，你们如果说喜欢的裤子直接去买，直接去带裤子，拍完我就直接恢复到正常售卖价格69了啊。,"And this pants today is also 39.9 yuan welfare price Yes, if you like the pants directly to buy, directly to bring the pants, after the shooting I will directly restore to the normal sale price of 69 ah.",799,33,16,0.6645625,16,0.4278125,16,0.544125
"[25:14.610,25:16.085,0]",格子看一下背后是吗？,"Check the back, will you?",819,3,2,0.6105,2,0.48,2,0.6685
"[25:16.085,25:22.585,0]",可以的啊，这个就是背后就是背后是光板净版的，嗯，男孩女孩都能去穿，没有了，没了吗？,"Yes, it's on the back. It's on the back. It's a clean plate. Yeah, boys and girls can wear it. No, no?",814,11,3,0.600333333,3,0.3,3,0.403
"[25:22.585,25:23.735,0]",对的，都没有了。,That's right. They're all gone.,824,1,0,,0,,0,
"[25:23.735,25:28.960,0]",那刚刚买买呃买到的那一的那一波的话，全部给我放首批吧，没问题。,"So if you just bought the ones you got, give me the first batch. No problem.",819,13,2,0.6875,2,0.423,2,0.644
"[25:29.260,25:36.585,0]",新粉今天第一次刚刚来到我们家直播间，先把关注先点一下啊，宝贝们，我们家这个号真的很需要大家的一个关注。,"New fans today for the first time just came to our home broadcast room, first to pay attention to the first click ah, baby, our home this number really needs your attention.",809,28,13,0.670846154,13,0.422615385,13,0.574384615
"[25:36.585,25:41.360,0]",来的这个是新号的，也想要快速涨粉来的，喜欢我家风格的都可以点一下。,"This is a new one. If you want to grow fast, you can click it if you like my style.",806,17,6,0.7365,6,0.470833333,6,0.517166667
"[25:41.660,25:43.235,0]",嗯，你们都买到了吗？,"Well, have you all got them?",797,4,1,0.757,1,0.389,1,0.593
"[25:43.235,25:44.510,0]",都买到我要不就过了吧。,I'll take it either way.,797,3,1,0.828,1,0.537,1,0.348
"[25:44.510,25:48.060,0]",过一下其他款，我们家其他款也很多都买到，都拍到了吗？,Let's go over the other styles. We have a lot of other styles at home. Did you get them?,797,15,6,0.580333333,6,0.349833333,6,0.432
"[25:48.060,25:52.535,0]",我问一下我直播间宝贝们，这件呃，你们是哪一件没有买到吧？,"Let me ask my studio babes, which one of these, uh, didn't you get?",795,9,4,0.54425,4,0.3425,4,0.439
"[25:52.535,25:57.485,0]",这样吧，告诉一下我，你们是如果说格子的没买到的话，公屏上留个1。,"You know what? Tell me, if you don't get plaid, leave a 1 on the public screen.",795,11,5,0.6046,5,0.426,5,0.5574
"[25:57.485,26:0.710,0]",如果是小纯色衬衫没买到的话，公屏上留个二。,"If a small solid shirt is not available, leave a two on the public screen.",810,13,6,0.565666667,6,0.286666667,6,0.412833333
"[26:0.780,26:7.730,0]",我看一下大家是哪一件没有买到，没有排到的对如果说呃哪个没有拍到多，我就先讲哪个了。,"Let me take a look at what you didn't get, what you didn't get in line for and if you didn't get a lot of pictures, I'll talk about which one first.",810,25,9,0.655666667,9,0.395555556,9,0.476777778
"[26:7.730,26:12.755,0]",两件都没买到嘛，一二都有在留的那就两个链接都开了吧，再做一下链接。,I didn't get either. One or two are still there. Let's open both links and make links again.,810,13,5,0.6212,5,0.3972,5,0.498
"[26:12.755,26:26.030,0]",好的，今天再给大家再申请个最后50单吧，嗯，给你们半价再开一波，再体验一波，但是就50单，我把面料品质细节做工快速讲一下，讲完之后，快速带你们上车好吧？,"Ok, let's apply for the last 50 orders today. Well, I'll give you half price and open another wave to experience another wave, but only 50 orders. I'll tell you the details of the fabric quality and workmanship quickly, and then I'll take you to the car quickly, OK?",803,35,14,0.6695,14,0.4195,14,0.539428571
"[26:26.080,26:30.055,0]",买衣服再便宜都得看细节的品质才是首位很重要的。,"No matter how cheap you buy clothes, it is the quality of the details that matter.",812,14,5,0.6698,5,0.4806,5,0.5558
"[26:30.055,26:38.330,0]",不管你是在我这儿买，还是在其他地方买的那800，各位宝贝们，我想知道下单的宝妈，你们都是给男生还是给女生买的呀？,"No matter whether you bought the 800 from me or elsewhere, dear babies, I want to know that the treasure mother who placed the order, are you buying for boys or girls?",835,27,7,0.760857143,7,0.510571429,7,0.661142857
"[26:38.530,26:41.905,0]",给男宝买的留个男，给女宝买的留个女。,Keep a boy for the boy and a girl for the girl.,868,11,1,0.714,1,0.296,1,0.547
"[26:41.905,26:53.830,0]",因为我们家新号每天嗯，就是人群不稳定，这样的话，也方便我跟我们家就是开发设计的小姐姐沟通一下，呃，以后设计的新款靠近你们的需求好吧。,"Because our new home every day, the crowd is not stable, in this case, it is also convenient for me to communicate with our family is the development and design of the little sister, uh, the future design of the new model close to your needs.",868,40,14,0.733285714,14,0.426214286,14,0.599857143
"[26:53.880,26:56.530,0]",我这一件的话，是偏男生女生都能穿的啊。,"If I wear this one, I think both boys and girls can wear it.",862,12,4,0.518,4,0.377,4,0.3955
"[26:56.580,27:0.380,0]",这一件它的主题主题的话，就是偏晴天的主题。,The theme of this is the theme of sunny days.,862,9,3,0.607333333,3,0.233333333,3,0.445
"[27:0.800,27:5.350,0]",就是蓝天白云的感觉，穿在身上很显白，一眼明亮，很清新的。,"It is the feeling of blue sky and white clouds. Wearing it on the body is very white, and it is bright and fresh.",871,21,6,0.773333333,6,0.368,6,0.511166667
"[27:5.350,27:17.150,0]",然后整个面料给大家做到的是棉感的，这个面料外面是给大家做棉感的，中间双面加厚的棉棉服可以秋冬春三个季节，两年当内搭当外套都行的。,"Then the whole fabric is made of cotton. The outside of this fabric is made of cotton for everyone. The double-sided thick cotton clothing in the middle can be used in autumn, winter and spring three seasons, and it can be used as a coat within two years.",870,42,19,0.609473684,19,0.264736842,19,0.413736842
"[27:17.300,27:34.175,0]",然后内里给大家做了一层舒美绸的内衬，宝贝穿在身上吸湿排汗也很棒的，不会觉得闷，不会觉得捂啊，这个衣服我们给大家做到的是轻的保暖的，轻飘飘的保暖的感觉，它不厚重，呃，不是那种就是穿在身上压身儿压个儿的那种的。,"And then the inner for you to do a layer of Shu Mei silk lining, baby wear on the body moisture and sweat is also very good, will not feel stuffy, will not feel covered ah, this clothes we give you to do is light warm, light warm feeling, it is not heavy, uh, not the kind of that is to wear in the body pressure.",856,57,23,0.659086957,23,0.382913043,23,0.494478261
"[27:34.175,27:43.800,0]",我们这个衣服的话，大家小朋友穿在身上又舒服又轻盈，而且又保暖呃，然后你们回去手洗机洗不缩水不变形，洗完之后不会成坨的。,"Our clothes, you children wear on the body comfortable and light, and warm, and then you go back to the hand washing machine washing does not shrink and deformation, after washing will not be a lump.",809,31,14,0.605142857,14,0.387785714,14,0.458714286
"[27:43.950,27:53.500,0]",这个衣服给大家设计的品质细节都是线下，你们去人家专柜小众行货店买一件，可能得花到差不多到手的价格是3位数。,"The quality details of this dress design for you are all offline. If you go to other specialty stores to buy one, you may have to spend almost until the price you get is three figures.",792,33,14,0.679785714,14,0.432642857,14,0.518142857
"[27:53.500,27:56.300,0]",我不说三百来块钱，200左右得要吧。,I don't say three hundred yuan. Maybe two hundred.,807,6,4,0.587,4,0.27625,4,0.41725
"[27:56.600,28:0.750,0]",今天在我直播间129半价开，多划算，我想。,"It's half price in my studio 129 today. What a bargain, I think.",829,8,3,0.552,3,0.338,3,0.477
"[28:0.820,28:4.020,0]",注一下，1000人在线，这样吧，我设置一波优惠券。,"By the way, 1000 people are online. I'll set up a wave of coupons.",826,9,3,0.582333333,3,0.457666667,3,0.54
"[28:4.170,28:8.070,0]",今天呢，领到券的宝贝两位数，体验一下买棉服的快乐。,"Today, you'll get double digits in coupons and experience the joy of buying quilted clothes.",799,12,5,0.7778,5,0.6396,5,0.7048
"[28:8.570,28:12.645,0]",嗯，那你后台先把优惠券做一下，然后你们看一下怎么想要去买。,"Well, you make the coupons backstage first, and then you see how you want to buy them.",800,14,4,0.69025,4,0.525,4,0.5005
"[28:12.645,28:14.170,0]",我让后台准备一下链接。,I'll ask the backstage to prepare the link.,800,6,2,0.5935,2,0.491,2,0.531
"[28:14.220,28:18.870,0]",呃，要单件格子的话，留个1，要手上三件都买的，留个3。,"Well, if you want a single plaid, keep a 1, and if you buy all three, keep a 3.",824,14,5,0.6322,5,0.4714,5,0.5126
"[28:19.220,28:30.920,0]",我按照你们需求来，你们要怎么买，我就怎么上我们家做搭配，但是不捆绑消费好吧，大家是想要单件还是说都上的这一件偏轻薄，这个也是加棉的衬衫，这件偏轻薄。,"I follow your needs, how you want to buy, how I will match our home, but not bundled consumption well, do you want a single piece or say all on this one is light, this is also a cotton shirt, this is light.",824,36,12,0.587916667,12,0.427083333,12,0.48525
"[28:30.970,28:40.720,0]",呃，南北方的话，大家如果北方要选就选这个格子的，南方要选就选这一件的裤子有加绒不加绒，两个版本都有的，大家如果要选，要看清楚了。,"Well, for the north and the south, if you want to choose this plaid, and if you want to choose the South, you want to choose this one with fleece or not fleece, both versions have, if you want to choose, you have to see clearly.",827,38,12,0.629583333,12,0.47075,12,0.536833333
"[28:40.720,28:48.470,0]",这样吧，后台我们3件都上，大家三件都喜欢，我们3件都上，三件链接都做一下优惠活动，再帮我准备一下好吧？,"Tell you what, backstage we have three pieces on, everyone like three pieces, we have three pieces on, three links to do a promotional activity, and then help me prepare it, OK?",838,25,12,0.68625,12,0.382333333,12,0.489583333
"[28:48.570,28:55.470,0]",呃，今天这样吧，宝贝，我就一个小小请求，左上角有个免费关注，帮我点一下关注，不用花钱。,"Uh, how about today, baby, I just have a small request. There's a free follow in the upper left corner. Please click the follow for me.",841,19,8,0.644875,8,0.422,8,0.49425
"[28:55.870,29:0.770,0]",但是我们家这个衣服呃，这个账号的话是新号，我就想要积累一波。,"But this dress of ours, if this account is a new number, I want to accumulate a wave.",819,15,5,0.6904,5,0.463,5,0.5208
"[29:0.840,29:7.615,0]",10万新人粉是的，呃，你想要在我直播间以后买衣服，想要做为我的回头客的都可以把关注点一下好吧。,"Yeah, well, if you want to buy clothes after my show, if you want to be my repeat customer, you can focus on that.",819,19,8,0.68225,8,0.47925,8,0.55375
"[29:7.615,29:14.940,0]",这个关注点上，愿意支持我的宝贝们，我都不会让你们白来白点的是我自家粉丝的后台再帮我这样吧。,I'm not gonna let any of you get away with supporting me on this one. It's gonna be my own fan backstage.,840,18,5,0.6504,5,0.4252,5,0.5298
"[29:14.990,29:17.365,0]",嗯，你刚刚做的棉服是30卷是吧？,"Well, the cotton-padded jacket you just made was 30 rolls, right?",848,6,1,0.656,1,0.302,1,0.382
"[29:17.365,29:27.340,0]",是的，直接改成50的好的，50的券领到券，今天幺零九九十九都不开了，我给你们两位数感受一下，一共准备了多少张。,"B: Yes, just change it to 50. Ok, you get 50 tickets. Today, there are no more tickets. I'll give you a two-digit idea of how many tickets we have.",851,19,4,0.71625,4,0.51325,4,0.61925
"[29:27.540,29:29.415,1]",一共准备了60单。,A total of 60 orders were prepared.,851,5,1,0.771,1,0.286,1,0.714
"[29:29.415,29:30.490,0]",那就直接发吧。,Then just send it.,836,3,1,0.663,1,0.48,1,0.537
"[29:30.790,29:34.015,0]",左上角领好券，我带你们上车发券。,Take your tickets in the top left corner. I'll take you to the car and hand them out.,836,15,6,0.681333333,6,0.449666667,6,0.424166667
"[29:34.015,29:35.990,1]",倒计时54321。,"Countdown 54,321.",836,1,1,0.438,1,0.692,1,0.49
"[29:35.990,29:46.640,1]",左上角先点关注再领券，领券给优惠，秋季新款立减50元，只有60张券，所以大家也要抓紧时间拼手速拼网速，先到先得。,"Top left first point attention and then coupon, coupon to discount, autumn new immediately reduced 50 yuan, only 60 coupons, so we should also seize the time to fight hand speed fight network speed, first come first served.",837,30,20,0.60145,20,0.4819,20,0.5932
"[29:46.640,29:47.040,1]",嗯。,MHM.,837,0,0,,0,,0,
"[29:47.140,29:57.490,0]",把券先领一下啊，券领到手更加划算一点，这个是对男生女生都能去穿的宝贝儿，这个更厚一点啊，这个是双倍厚度的，这个轻薄一点。,"Take the coupon first. It's cheaper to get it in your hand. This is for both boys and girls, baby. This is thicker, this is double thickness, this is lighter.",851,22,4,0.73725,4,0.45225,4,0.50125
"[29:57.590,30:0.790,0]",呃，然后这两件你也帮我直接改一下价格吧，纯色。,"B: Well, then you can change the price of these two pieces directly for me, solid color.",866,13,6,0.616666667,6,0.385666667,6,0.577333333
"[30:0.860,30:5.585,0]",跟裤子的话，今天也是两位数优惠活动开一波，你们买哪件都划算。,"As for pants, today is also a double digit sale. You can get a good deal on any item.",866,16,7,0.712714286,7,0.413,7,0.494571429
"[30:5.585,30:8.410,0]",但是唯一缺点就是单量不多，一共是60单。,But the only drawback is that there aren't many orders. There are 60 in all.,887,11,1,0.302,1,0.422,1,0.148
"[30:8.660,30:11.260,0]",要什么尺码，公屏上留什么尺码。,What size do you want? What size is on the public screen.,887,10,4,0.581,4,0.4325,4,0.5845
"[30:11.410,30:20.210,0]",后台这边根据大家公屏上留的尺码，这60单一对一的精准加单，每个尺码如果说要的多，我就多加多上好吧。,"Backstage here, according to the size left on your public screen, these 60 pairs of precise orders, if you want more each size, I will add more.",887,21,7,0.629571429,7,0.444857143,7,0.607142857
"[30:20.210,30:31.910,0]",我们家手上拿的都是100码90~150的国标尺码，真码真拍要90，留90要100留195，买一百一百超过32斤买110就可以了啊。,"Our hands are 100 yards 90~150 of the national standard size, the real size to 90, stay 90 to 100 to 195, buy 100 more than 32 catties to buy 110 can be ah.",924,23,9,0.677666667,9,0.418555556,9,0.589111111
"[30:32.010,30:34.410,0]",嗯，后台帮我看一下哪个尺码要多一点。,"B: Well, help me backstage to see which size is more.",926,8,3,0.613,3,0.358666667,3,0.447
"[30:34.410,30:36.360,1]",这不这不120要多一点。,"No, no, no. 120 is a little more.",926,3,1,0.385,1,0.16,1,0.213
"[30:36.360,30:37.135,0]",120是吗？,120. Is that right?,937,2,0,,0,,0,
"[30:37.135,30:39.260,0]",对，那就120给你们多开一点吧。,"B: Yes, I'll give you 120 for a little more.",937,5,2,0.5675,2,0.253,2,0.3565
"[30:39.460,30:44.960,0]",八十三二十二斤买个九零码，九十一二十四斤，买90码就行了，男生女生都能去穿。,"Eighty-three and twenty-two catties for a size 90, nine and twenty-four catties for a size 90, both boys and girls can wear it.",937,17,5,0.5176,5,0.3314,5,0.4348
"[30:45.110,30:48.260,0]",今天要买两件的宝贝，我就不限你单了。,I'll let you have a two-piece order today.,937,5,3,0.654666667,3,0.352333333,3,0.571333333
"[30:48.460,30:50.860,0]",要买两件的分开两次。,Buy two pieces and split them twice.,937,6,3,0.545,3,0.529,3,0.475333333
"[30:50.860,30:53.810,0]",第二件领到券的我还给你减50块钱。,I'll give you 50 dollars off the second ticket.,937,6,2,0.62,2,0.278,2,0.375
"[30:53.910,30:59.410,0]",两件买下来更优惠，但是就是比较重要的一件事情就是3呃50的券领到了吗？,"It's better to buy two, but the most important thing is that did you get the $3.50 coupon?",938,14,4,0.69675,4,0.55375,4,0.59375
"[30:59.510,31:0.810,0]",领到券公屏上。,Take the ticket to the public screen.,922,6,3,0.701333333,3,0.478,3,0.482
"[31:0.880,31:6.680,0]",上打个零证明一下，我们发了你领了，咱们都没有什么事儿，就直接上车了，不再讲了啊。,"Make a zero to prove that we have sent you to take, we have nothing to do, just get on the car, no more talking ah.",907,22,5,0.7042,5,0.4624,5,0.5798
"[31:6.780,31:8.880,0]",27斤买个九零码就行了。,A: Just buy a size nine for twenty pounds.,907,7,4,0.5935,4,0.413,4,0.4485
"[31:8.880,31:15.980,0]",呃，然后我们家这个棉服格子放1号，呃，棉服纯色放2号，裤子放3号，就给大家最后60单。,"Uh, and then we put size one in this cotton-padded plaid, uh, cotton solid color size two, pants size three, and we'll give you the last 60 orders.",907,19,10,0.617,10,0.3019,10,0.4825
"[31:16.080,31:26.930,0]",60单全部是首批拍完直接恢复到正常售卖价格，所以真心喜欢想要宝贝先去把名额占到手，秒拍秒付，先到先得，准备好下单倒计时。,"60 single all is the first batch of auction directly restored to the normal sale price, so really like to want to baby first to take the quota to hand, second beat second pay, first come first served, ready to place the order countdown.",891,38,23,0.624521739,23,0.41473913,23,0.535956522
"[31:26.930,31:31.055,1]",543211号链接，一共就60单。,"Link number 543211, 60 orders in all.",891,4,2,0.4165,2,0.2475,2,0.481
"[31:31.055,31:37.880,1]",1号链接格子，2号链接纯色，3号链接裤子，成套搭配，美颜加倍，名额有限，错过不再有。,"No. 1 link plaid, No. 2 link solid color, No. 3 link pants, set match, beauty double, limited quota, miss no more.",913,9,8,0.514125,8,0.367625,8,0.53725
"[31:37.880,31:42.430,1]",大家赶紧刷新去抢，刷新去拍，先到先得。,"Refresh to grab, refresh to shoot, first come, first served.",906,6,4,0.672,4,0.57,4,0.7385
"[31:42.530,31:45.355,0]",嗯，是的，还在留尺码咋回事呀？,"B: Well, yes, I still have the measurements. Why?",915,4,1,0.757,1,0.389,1,0.593
"[31:45.355,31:53.680,0]",宝贝，上了赶紧买，不要留尺码了啊，130斤的话，买个100码，幺五五八十斤的话，嗯，穿不到明年啊。,"Baby, on the hurry to buy, don't leave the size ah, 130 catties, buy a 100 yards, so fifty-fifty-eighty catties, well, wear less than next year ah.",918,15,7,0.459714286,7,0.435571429,7,0.391714286
"[31:53.680,31:57.830,0]",我先说一下，幺五五八十斤可以穿，但是穿不到明年，只能穿48。,"Let me tell you first, I can wear 50 pounds, but I can only wear 48 pounds until next year.",923,15,6,0.487666667,6,0.363833333,6,0.363666667
"[31:57.830,32:0.830,0]",嗯，这个衣服的话，你们今天喜欢想要宝贝们先去。,"Well, if you like this dress today, the babies go first.",923,8,3,0.663,3,0.364666667,3,0.411666667
"[32:0.900,32:13.300,0]",左上角点关注，领到优惠券去下单棉服今天给你们79块九到手的价格，你在线下宝贝，你70来块钱，你逛街半个小时都没影儿了，你都不知道花哪儿了。,"Left corner of the point of attention, received the coupon to order quilted clothes today to give you 79 yuan nine hands of the price, you in the line baby, you 70 yuan, you go shopping for half an hour are gone, you do not know where to spend.",932,41,17,0.633411765,17,0.328294118,17,0.460941176
"[32:13.400,32:25.150,0]",今天在我直播间给你们花的是明白的，而且可以当内搭，可以当外套，双倍加厚的这一件啊，秋冬春三个季节都没有问题的，男宝女宝都能穿回去，洗完之后，它也不会成坨。,"Today in my broadcast room to give you flowers is clear, and can be when the inside, can be when the coat, double the thickness of this one ah, autumn and winter and spring three seasons have no problem, male treasure female treasure can wear back, after washing, it will not be a pile.",956,46,23,0.699173913,23,0.356130435,23,0.497
"[32:25.200,32:29.025,0]",我价格今天开的是便宜，但是品质我不打折。,"A: The price I have today is cheap, but I don't discount the quality.",956,10,4,0.6915,4,0.425,4,0.448
"[32:29.025,32:41.575,0]",宝贝，这个衣服今天说白了我们新号我就八十六十单放出去的话，我就为了60个评论好评啊，品质评论的，所以，你们今天如果第一次在我家直播间下单的宝贝呢，你们就先以体验为主。,"Baby, this clothes today to put our new number I put out eighty-sixty, I will be for sixty reviews ah, quality reviews, so today if you are the first time to place an order in my home broadcast room baby, you first to experience.",954,38,19,0.693210526,19,0.353368421,19,0.554052632
"[32:41.575,32:54.850,0]",第一次来，我让你们先体验消费感拉满好吧，花小钱买高货，收到货都可以货比货，觉得值，你在线下买的三位数，一百七八的，咱们就留下，觉得不值，没关系，直接申请退就行了。,"The first time to come, I let you first experience the sense of consumption is full of well, spend a small amount of money to buy high goods, receive goods can be goods than goods, feel the value, you buy in the line of three figures, 178, we will leave, think it is not worth, it doesn't matter, directly apply for return on the line.",884,53,28,0.679142857,28,0.44,28,0.589214286
"[32:54.950,33:0.850,0]",卡其色好像没有在我直播间，宝贝们啊，这两件的话，对比一下，这件比较偏厚厚实一点。,"I don't think khaki is in my room. Honey, if you compare these two, this one is thicker and more solid.",826,16,4,0.6185,4,0.34,4,0.4475
"[33:0.920,33:8.670,0]",点这件比较偏轻薄一点，所以大家去买的时候看清楚选择对了啊，我觉得这个更加适合北方的抗冻一点。,"This one is slightly lighter, so when you go to buy it, you should see clearly and choose the right one. I think this one is more suitable for the frost resistance in the north.",799,31,12,0.606583333,12,0.423833333,12,0.520166667
"[33:8.720,33:12.370,0]",然后这个的话，就是更加适合南方的比较偏轻薄一点。,"Then this one, which is more suitable for the south, is a little lighter.",794,11,2,0.5885,2,0.229,2,0.4675
"[33:12.370,33:18.920,0]",上身好吧，南北方大家去选的时候看清楚单了3单，我们就10秒钟准备简单下链接了吧。,"Upper body OK, when you go to the north and south to see the single 3 single, we will prepare a simple link in 10 seconds.",794,21,11,0.581545455,11,0.356181818,11,0.497818182
"[33:18.920,33:32.820,0]",好的，我就不再多说多讲了，80在22斤买个九零码，呃，不要去太大，不要去太大啊，咱们家尺码非常宽松，给你们做到的是韩版的很宽松，不贪大，不显不贪小，中码中拍买就行了啊。,"Ok, I will not say more talk, 80 in 22 pounds to buy a nine yards, er, don't go too big, don't go too big ah, our size is very loose, give you to do the Korean version is very loose, not greedy big, not greedy small, medium size to buy on the line ah.",775,40,17,0.565941176,17,0.460352941,17,0.520176471
"[33:32.870,33:45.720,0]",那这个纯色的话，今天也再帮我保留一下好的，59块9的价格，如果他们拍完了，直接恢复到109没问题，这件更轻薄，我觉得这件更适合搭在羽绒服里面，它当做一个羽绒服内胆去穿。,"Ok, the price of 59 yuan 9, if they finish shooting, directly restore to 109 no problem, this is lighter, I think this is more suitable for the down jacket inside, it as a down jacket to wear.",776,29,10,0.5768,10,0.3764,10,0.5039
"[33:45.820,33:59.820,0]",然后裤子我做的是花灰色的搭配裤子，给大家做到有加绒的有不加绒，这两个外套都能搭好吧，你们喜欢的都可以去带一下这个裤子，给大家到手的价格是39块九起的，幺幺五四十二斤，买120就行了。,"Then the pants I do is flower gray with pants, for everyone to do with cashmere have no cashmere, these two coats can be put up, you like can go to take this pants, give you the price is 39 pieces of nine, so 542 catties, buy 120 on the line.",766,41,18,0.647277778,18,0.393222222,18,0.452277778
"[33:59.870,34:0.870,0]",嗯，裤子的话还。,"Well, the pants are still.",726,3,1,0.673,1,0.32,1,0.333
"[34:0.940,34:1.540,0]",剩多少单呀？,How many orders are left?,727,4,0,,0,,0,
"[34:1.540,34:3.440,1]",裤子只有最后的四单了。,There are only four orders of pants left.,716,7,2,0.6125,2,0.3,2,0.358
