realtime,time,text,cn,Start Time (Decimal Minutes),Sentiment Score (-10 to 10),sentiment intensive,arousal_score,Chinese Char Count,Duration (Seconds),Words per Minute,viwer,
38.04,"[35:30.495,35:33.720,0]","For one hundred and twenty-two, it's sticking out a little too small.",对122，它它凸出来的就卡的有点小。,35.51,-2.1875,2.1875,2,13,3.225,241.8604651,1269,
38.09,"[35:33.820,35:35.270,0]",You can buy 120 enough to wear.,你买120都够穿。,35.56,0,0,1,5,1.45,206.8965517,1259,
38.12,"[35:35.470,35:40.420,0]","You can round up one hundred seven and buy one hundred and thirty. Yes, do you understand that?",你127往上凑整买130就可以是的，懂这个意思吗？,35.59,-2,2,2,17,4.95,206.0606061,1253,
38.2,"[35:40.420,35:41.320,0]",Come and buy the link.,来买链接。,35.67,0,0,1,4,0.9,266.6666667,1244,
38.22,"[35:41.320,35:44.470,1]","Last minute, one minute up to the price is over.",最后一分钟，一分钟上到价格就结束了。,35.69,0,0,2,16,3.15,304.7619048,1244,
38.27,"[35:44.470,35:45.895,0]","Yes, which color is white?",是的，哪个颜色显白？,35.74,0,0,1,8,1.425,336.8421053,1244,
38.29,"[35:45.895,35:52.220,0]","Baby first black to white is, then, that blue, and that oatmeal color, oatmeal color I think has a tone, it is very advanced.",宝宝首先黑色显白是，然后，那个蓝色，还有那个燕麦色，燕麦色我觉得很有腔调，就很高级。,35.76,1.206666667,1.206666667,1,36,6.325,341.5019763,1244,
38.4,"[35:52.220,35:52.670,0]",Oat color.,燕麦色。,35.87,0,0,2,3,0.45,400,1244,
38.41,"[35:52.670,36:0.570,1]","Well, he can try them on a little, because the sample just arrived today, so he took it out and we went to buy white, black and oatmeal.",他话呢，可以稍微给他们试穿一下，因为它那个样衣今天是刚到的，的大人他呢就拿出来我们去买白色、黑色跟燕麦色。,35.88,-1.180555556,1.180555556,2,48,7.9,364.556962,1249,
38.55,"[36:0.940,36:5.790,1]","As for the other colors, I'll buy them according to your preference. Just want to see if the white penetrates well. Ok, I'll get it.",其他颜色到呢，就按照你们的喜好来买，就想看看白色透不透哦，好的，我去拿一下。,36.02,1.25,1.25,3,33,4.85,408.2474227,1275,
38.63,"[36:5.790,36:6.065,1]",MHM.,嗯。,36.1,0,0,1,1,0.275,218.1818182,1275,
38.63,"[36:6.065,36:11.465,0]","I'll give it to you, because adults only have three colors, in the studio, I'll give you these three colors to try.",我我给你，因为大人大人就3个颜色，在直播间，我给你把这三个颜色试一下。,36.1,0,0,1,30,5.4,333.3333333,1275,
38.72,"[36:11.465,36:15.840,0]","Ok, the size of our adults. The baby is very, very big. You just need to look at the height.",好，我们大人的码数，宝宝很足很足，你只要看身高就可以。,36.19,2.5,2.5,4,23,4.375,315.4285714,1304,
38.79,"[36:15.840,36:19.140,0]","You can wear this dress no matter how strong you are, baby.",你不管多壮宝宝这个衣服你都能穿。,36.26,4.333333333,4.333333333,4,15,3.3,272.7272727,1296,
38.85,"[36:19.190,36:22.140,1]","Not only can it be worn, but after it is worn, it is not bound.",它不仅是能穿，是穿完之后呢，是没有约束感的。,36.32,0,0,2,19,2.95,386.440678,1296,
38.9,"[36:22.140,36:27.090,0]","Look, I'm wearing medium oatmeal. Well, medium oatmeal is too big for me. I should wear smaller.",你看一下，我现在穿的中码的燕麦色，嗯，中码的燕麦色我穿的大了我应该穿小码。,36.37,0,0,2,33,4.95,400,1288,
38.98,"[36:27.090,36:32.490,1]","Like this oatmeal color, do you have any woolen coats around the house? It will be even more expensive to wear.",像这个燕麦色的话，呢家里面有没有一些呢子大衣什么的，它穿上之后呢会变得更贵。,36.45,0,0,1,35,5.4,388.8888889,1288,
39.08,"[36:33.040,36:38.340,0]","It took me four or five months to lose weight, but I need to be healthy, okay?",怎么瘦下来的就是慢慢瘦下来了我花了四五个月瘦下来的，但是要身体健康好不好？,36.55,5,5,6,35,5.3,396.2264151,1288,
39.17,"[36:38.440,36:43.790,0]","In good health, if you eat less, you lose weight. I really eat less. I walk. I never exercise.",身体健康的情况下，就是你少吃就会瘦，是真的少吃，我散步，我从来不运动。,36.64,1.416666667,1.416666667,1,30,5.35,336.4485981,1255,
39.26,"[36:43.890,36:49.490,0]","I take a walk because my qi and blood are not very good, so exercise for me will make my body more weak.",我散步，因为我气血不是很好，所以运动对我来说是反而会让我的身体更虚。,36.73,-0.480769231,0.480769231,1,31,5.6,332.1428571,1255,
39.36,"[36:49.690,36:51.640,0]",Why don't you take a walk and rub your belly?,散步揉腹好不好啊？,36.83,0,0,1,8,1.95,246.1538462,1261,
39.39,"[36:51.890,36:53.515,1]","White, try it. Ok, there's no problem.",白色试一下好的没有问题啊。,36.86,2.5,2.5,4,12,1.625,443.0769231,1261,
39.42,"[36:53.515,36:59.240,1]","Baby, if you look inside again, the fabric will not be too thick, because it, do not wear the base too thick, the warmth is very important.",宝贝，你再看一下里面，它的面料不会特别厚，因为它呢，打底不要穿的太厚，保暖性是很重要的。,36.89,-2.2,2.2,3,38,5.725,398.2532751,1255,
39.52,"[36:59.240,37:0.890,1]",It has heat in it.,它里面是有发热经纶。,36.99,0,0,1,9,1.65,327.2727273,1254,
39.55,"[37:0.960,37:2.960,1]","So it doesn't have to be thick, it's really warm.",的，所以它不需要很厚，真的很保暖。,37.02,1.5,1.5,1,14,2,420,1217,
39.58,"[37:3.010,37:4.960,1]",The velvet inside is also very fine.,里面的绒也是很细腻的啊。,37.05,5.416666667,5.416666667,5,11,1.95,338.4615385,1218,
39.61,"[37:5.010,37:10.510,1]","Then the body is wearing medium size one link, the last 20 seconds, 20 seconds, the price is over ah.",然后身上穿的都是中码一号链接，最后20秒喽，20秒钟呢，价格就结束了啊。,37.08,0,0,1,28,5.5,305.4545455,1217,
39.71,"[37:10.560,37:21.785,0]","Now see hurry to shoot you this price also what bike ah, the baby is really so good to see, white is not clear, is not set yes, I wore a black, um, black a harmonic vest.",现在看到赶紧去拍你这个价格还要什么自行车啊，宝宝真的这么好的面来看，白色不透，是不是不套是的，我里面穿了个黑色，嗯，黑色的一个谐背心。,37.18,0.633333333,0.633333333,1,60,11.225,320.7126949,1200,
39.89,"[37:21.785,37:26.860,1]","It looks like white, which is very useful, because white, you will have more or less a coat color in your house.",很像白色，很好用的，因为白色的话呢，你家里多多少少都会有种外套彩。,37.36,1.446666667,1.446666667,2,29,5.075,342.8571429,1246,
39.98,"[37:26.860,37:29.310,0]","It doesn't matter if it's an adult coat. Hey, what are you wearing?",不管是大人外套，诶，你穿什么？,37.45,1,1,3,12,2.45,293.877551,1246,
40.02,"[37:29.310,37:38.810,0]","Because when it comes to autumn and winter, what black coat gray ah, and then some that apricot na, can be matched with white ah, after wearing this, this feeling is white.",因为到了秋冬的时候，什么黑色外套灰的啊，然后有一些那个杏呐，都可以配白色啊，后穿成这样，这种感觉就是白色。,37.49,-0.555555556,0.555555556,3,47,9.5,296.8421053,1252,
40.19,"[37:39.510,37:51.035,0]","Then the child has a lot of colored coats, white with inside, you can let the color balance a little bit, because black and white is not wrong with the child's color again for you, OK, I give you again over the color, I will change the price.",然后那个小朋友有很多彩色的外套，白色配在里面的时候，可以让那个彩色平衡一下下，因为黑白两个颜过是不会出错孩子的颜色再给你过一遍，好的，我再给你过一遍颜色，我就改价格了。,37.66,0.659722222,0.659722222,3,77,11.525,400.867679,1242,
40.38,"[37:51.035,37:53.210,0]","Ok, I'll change it to the regular rate, OK?",好，我就把它改改改成日常价了好不好？,37.85,3.333333333,3.333333333,3,16,2.175,441.3793103,1242,
40.42,"[37:53.210,37:53.510,0]",Come here.,来。,37.89,0,0,1,1,0.3,200,1242,
40.42,"[37:53.510,37:56.035,1]","First, the base color, the base color.",首先，首先基础的颜色，基础的颜色。,37.89,-4.5,4.5,4,14,2.525,332.6732673,1242,
40.46,"[37:56.035,38:0.910,0]","Black and white, whether adults or children, boys or girls, black and white should be bought.",黑跟白，不管是大人还是小朋友，男生还是女生，是黑白都要去买。,37.93,-0.833333333,0.833333333,2,26,4.875,320,1243,
40.55,"[38:0.980,38:3.980,1]",He said it would be comfortable for everyone.,他明明说好的，穿的这个大家很舒服。,38.02,4,4,6,15,3,300,1247,
40.6,"[38:3.980,38:21.230,0]","Ah, you put on 1 these two days to cool down, ah, I am so silly today, go out to wear less, cold to come, to black and white basic color, must buy, after buying, buy a senior tone of this color, warm color, like this is apricot, this is oats.",哎，你就穿上1这两天降温啦，哎，我今天好傻，出门穿少了，冷着过来，来黑白基础百搭的颜色，必买的，买完以后，买一个高级有腔调的这种颜色，温馨的颜色，像这个是杏，这是燕麦。,38.07,-0.709876543,0.709876543,2,70,17.25,243.4782609,1247,
40.88,"[38:21.280,38:27.105,0]","If you have to choose between the two of these, your tangled baby can directly buy oatmeal color, it is easy to wear, very advanced.",如果在这里面二选1，你纠结的宝宝直接买燕麦色就可以了啊，它很好穿，很高级。,38.35,3.511111111,3.511111111,4,32,5.825,329.6137339,1232,
40.98,"[38:27.105,38:31.855,0]","A: I tried it on for you just now, and you looked at black and white and bought the premium colors. Do you want color?",我刚刚经给你试穿过了，然后你看买完黑白买了高级的颜色，你是不是要买彩色？,38.45,-0.833333333,0.833333333,3,33,4.75,416.8421053,1206,
41.06,"[38:31.855,38:47.730,0]","Want, especially children ah, adults, I want you, you buy adults do not buy color, but children's color must buy it yes, girls from pink and purple inside two choose 1, if you tangled, ah, I actually like this pink purple, pink purple, and then boys blue and green inside two choose one, color inside you want to buy?",要的，尤其是小朋友啊，大人，我随便你，你大人买不买彩色都行，但是小朋友的彩色一定要买它是的，女生从粉色跟紫色里面二选1，如果你纠结，哎，我其实非常喜欢这个粉紫色，粉紫色对，然后男生蓝色跟绿色这里面二选一，彩色里面你要买吗？,38.53,-0.714285714,0.714285714,2,97,15.875,366.6141732,1206,
41.34,"[38:48.480,38:50.530,0]",Blue is my personal favorite color.,蓝色是我个人喜欢的颜色。,38.81,1.666666667,1.666666667,3,11,2.05,321.9512195,1167,
41.38,"[38:50.730,38:53.330,0]","Actually, green is nice. It's this blue. I don't see it very often.",其实绿色很好看，就是这个蓝色，我很少见。,38.85,1.5,1.5,4,17,2.6,392.3076923,1140,
41.42,"[38:53.330,38:56.805,0]","After I tried it that day, I also thought it was very beautiful. I just went to choose one of the two inside.",我就那天试完以后，我也觉得很好看的，直接去从里面2选一就可以了。,38.89,10,10,10,28,3.475,483.4532374,1140,
41.48,"[38:56.805,39:0.930,0]","Heipi, if you buy three or four pieces, you will not regret it. You will only think that you bought it yourself.",黑皮，你买个买个三四件回去，完全不会后悔，你只会嫌自己买。,38.95,0,0,1,25,4.125,363.6363636,1121,
41.55,"[39:1.000,39:4.850,1]",You can buy any other color except for these two colors.,少了来宝贝黑皮除了这两个颜色不买，对其他颜色都能买。,39.02,-1.25,1.25,2,24,3.85,374.025974,1121,
41.61,"[39:4.850,39:8.575,0]","Babies with dark skin have only one color, which is not recommended, and it is this brick red.",皮肤黑的宝宝就只有一个颜色，不推荐，就是这个砖红色。,39.08,-0.5,0.5,1,23,3.725,370.4697987,1121,
41.67,"[39:8.575,39:16.000,0]","Brick red, because this brick red is suitable for the baby with very white skin can wear, and must be matched with other colors, other do not pick the skin color, and does not affect the skin color.",砖红色，因为这个砖红色适合皮肤很白的宝宝穿才可以，而且一定要搭配其他的颜色，其他都不挑肤色，而且不影响肤色。,39.14,0.5,0.5,2,49,7.425,395.959596,1133,
41.8,"[39:16.100,39:34.125,0]","You can rest assured that bold buy black baby, first you black must buy black, then, you go to buy an oatmeal color, and then go to buy a uh blue or green ah on it, almost good, uh, super thin, super thin is this fabric on my body is not the same fabric?",你尽管放心大胆的买黑皮宝宝，首先你黑色必买黑色，然后，你去买一个燕麦色，然后再去买一个呃蓝色或绿色啊就可以了，差不多好不好呃，超显瘦，超显瘦就是我身上这个面料的是不是同样的面料？,39.27,0.346153846,0.346153846,2,81,18.025,269.6255201,1133,
42.1,"[39:34.125,39:41.350,0]","This small fabric because it is very easy to wear, if you think this fabric is good to wear, then you can not miss it super thin, simple school can not miss super thin.",这个这个小面料因为很好穿，但凡你觉得这个面料好穿，那你超显瘦不能错过它，简约派不能错过超显瘦。,39.57,1.1,1.1,2,43,7.225,357.0934256,1183,
42.22,"[39:41.350,39:53.450,0]","I bought four to keep two, and then, two to share with my family and friends, so easy to wear, so comfortable, and, hey, hey, hey, oh, my God, what about that three-in-one trench coat?",我买了4件自留2件，然后，有两件分享给了我的家人跟朋友，巨好穿，巨舒服的，哎，然后，来来来，哎呦，我天呐，那个那个风衣的那个三合一咋整？,39.69,4.166666667,4.166666667,5,55,12.1,272.7272727,1189,
42.42,"[39:53.600,39:54.600,0]",The adults are not here.,大人不在呀，,39.89,0,0,1,5,1,300,1186,
42.47,"[39:56.400,40:0.950,0]",Look at it. I'm gonna give it to you. I'm gonna give it to you.,看小小吧啊，要给你们要给你们试试看了啊。,39.94,0,0,1,18,4.55,237.3626374,1174,
42.55,"[40:1.020,40:3.170,0]","B: Oh, I'll wait a moment. I'll change my clothes first.",啊，我稍等一下，我先换个小衣服。,40.02,2.5,2.5,4,13,2.15,362.7906977,1174,
42.58,"[40:3.170,40:7.645,1]",I was going to say bring them the super skinny and touch him again. Isn't he there?,我本来想说给他们把那个超显瘦拿来再摸他一波不在吗？,40.05,3.333333333,3.333333333,3,24,4.475,321.7877095,1156,
42.66,"[40:7.645,40:9.270,1]","No, neither children nor adults are here.",不在，大人小孩都不在啊。,40.13,0,0,2,10,1.625,369.2307692,1156,
42.69,"[40:9.520,40:10.720,0]",It was also taken away.,它也被拿走了。,40.16,0,0,1,6,1.2,300,1156,
42.71,"[40:10.720,40:17.820,0]","No, I saw a couch on the inside, and there's a stool on the inside, and there's that, uh, office on the couch.",不对我看到里面的沙发上有一件沙发啊，那个对里面的凳子沙发上就是那个呃，那个办公室。,40.18,0,0,1,38,7.1,321.1267606,1156,
42.83,"[40:18.070,40:29.820,0]","I saw him today, come, come, come, black first wear, I let you wear, the same fabric of a little bit of goods just right for you to get it, that is I love the same fabric is.",我今天看到他了，来来来来，先黑色先穿，我我给你穿一下，把同面料的1点点货的刚刚好也给你拿一下好嘞，那都是我超爱的同面料的是。,40.3,0.973639456,0.973639456,2,55,11.75,280.8510638,1171,
43.04,"[40:30.620,40:38.170,1]","Because I saw several moms asking if super thin can see, super is bought our No. 1 link to want that super thin.",因为我看到好几个妈妈在问超显瘦能不能看，就超显是买过了我们一号链接就想要那个超显瘦。,40.51,0.333333333,0.333333333,1,40,7.55,317.8807947,1191,
43.17,"[40:38.670,40:40.720,1]","And then people want the same fabric, yikes.",然后大家呢想要同款面料的，哎呀。,40.64,0,0,2,14,2.05,409.7560976,1191,
43.21,"[40:40.770,40:46.820,0]","I'm right, forget it. How come this doesn't get dusty? Let me see it doesn't get dusty.",我身啊对了，算了，身上的这个这个怎么不沾灰，我看一眼不沾灰。,40.68,-1.714285714,1.714285714,3,26,6.05,257.8512397,1204,
43.31,"[40:46.820,40:51.195,1]","Wait a minute. If you want that hardshell jacket, you can charge first later.",稍等一下啊，想要那个什么冲锋衣的冲锋衣的话呢，一会儿来先来冲锋。,40.78,1.25,1.25,2,29,4.375,397.7142857,1204,
43.38,"[40:51.195,40:52.895,1]",Why aren't we talking about hardshell jackets so early?,为什么我们这么早还不讲冲锋衣？,40.85,1,1,2,14,1.7,494.1176471,1235,
43.41,"[40:52.895,40:54.470,1]",Because he's already sold out.,因为他已经爆单了。,40.88,0,0,1,8,1.575,304.7619048,1235,
43.44,"[40:54.470,40:57.145,1]",Then it's no use if the adults can't get the goods out behind me.,然后大人在我后面出不来货也是没有用的。,40.91,-4,4,5,18,2.675,403.7383178,1244,
43.48,"[40:57.145,40:57.395,1]",And.,而且。,40.95,0,0,1,2,0.25,480,1244,
43.49,"[40:57.395,41:0.970,0]",The adult's sample clothes are not in the studio now. I can't wear them. I can't show them.,大人的样衣现在不在直播间，我没法穿示我没法展示。,40.96,1,1,2,22,3.575,369.2307692,1244,
43.55,"[41:1.040,41:6.540,0]",I was afraid that I would have to talk for a long time and not understand it. You kept asking me adults after reading it.,是我怕我都要讲半天讲不明白，你们看完以后一直问我大人大人的。,41.02,-3.25,3.25,4,28,5.5,305.4545455,1244,
43.64,"[41:6.740,41:13.315,0]","Well, but I'd better tell you first, because after all, he really missed the new price, there is no higher price.",哎，但是我还是先讲吧，因为毕竟他他真的错过以后就没有上新价了啊，没有上头价了。,41.11,1.922727273,1.922727273,4,35,6.575,319.391635,1244,
43.75,"[41:13.315,41:25.940,0]","A three-in-one, so three-in-one, even if he is not in the studio, the adults are not in the studio, to take a cup to take pictures, I also have to talk about it, because I can't let you miss it, miss, not only you clap your thighs, I will feel sorry.",一件三合一，所以三合一，哪怕他不在直播间的，就大人都不在直播间里了，要一杯拿去拍照了，我也得必须讲它，因为我不能让你们错过它，错过以后，不但你们拍大腿，我也会觉得过意不去。,41.22,-2.5,2.5,3,76,12.625,361.1881188,1243,
43.97,"[41:26.240,41:31.765,0]","Yes, because it's my fault that you didn't get the benefits you were supposed to get.",对，因为本来应该你们该享享受到的福利，你们没有享受到，那就是我的过错了。,41.44,0,0,1,32,5.525,347.5113122,1276,
44.06,"[41:31.765,41:37.040,0]","Is it here, where, where, come here, let me tell you first, Dang dang dang.",是不是来来哎哎诶，在哪在哪在来来，我先跟你说啊，当当当当。,41.53,2.5,2.5,3,25,5.275,284.3601896,1295,
44.15,"[41:37.290,41:39.665,1]",We may need to stand back because his clothes are too big.,我们可能需要往后站，因为他的衣服太大了。,41.62,0,0,1,18,2.375,454.7368421,1286,
44.19,"[41:39.665,41:45.290,0]",He was afraid of me. I was afraid they wouldn't hear me. Then I shouted. I was tired of Shouting.,他会我那个怕从操作，我是怕他们听不到，然后我就大声喊，我就喊得很累。,41.66,-5.333333333,5.333333333,7,30,5.625,320,1296,
44.28,"[41:45.290,41:50.040,0]",I'll just keep talking quietly. I'll be right here with you. I guess it's okay to keep it down here.,我就越讲越轻，我就你在这边，我想在这里声音小一点就是没关系的。,41.75,2.100529101,2.100529101,3,28,4.75,353.6842105,1296,
44.36,"[41:50.040,41:51.890,1]","You can hear it here, too. You can hear it.",这里也是可以听得到的，可以听得到啊。,41.83,0,0,1,16,1.85,518.9189189,1296,
44.39,"[41:51.890,41:52.390,0]",I think so.,可以吧。,41.86,0,0,1,3,0.5,360,1298,
44.41,"[41:52.590,41:54.090,1]","Yes, they can.",可以的，他们刷个可以啊呀。,41.88,0,0,1,11,1.5,440,1298,
44.43,"[41:54.090,41:58.440,0]","My voice should be OK, otherwise, I will always lean in front and feel tired of talking.",我这个声音大小应该可以的吧，要不然的话，老往前面凑，然后觉得讲得好累。,41.9,0.5,0.5,1,31,4.35,427.5862069,1302,
44.51,"[41:58.540,42:0.990,0]",Let me tell you first. You're nothing today.,我先跟你说啊，今天你什么什么。,41.98,2.5,2.5,2,13,2.45,318.3673469,1302,
44.55,"[42:1.060,42:3.560,0]","All can be missed, only it can not be missed.",都可以错过，只有它不能错过。,42.02,0,0,1,12,2.5,288,1255,
44.59,"[42:3.710,42:10.560,0]","Because this is the top price that we have managed to keep for you, and the price will be the same until I tell you.",因为这是我们呃好不容易给你保留下来的上头价格，价格一会也是一样的，我讲的时候才有。,42.06,2.5,2.5,4,38,6.85,332.8467153,1255,
44.71,"[42:10.910,42:27.910,0]","But the reason you can't miss it is because you can wear it for 3 seasons, and our family old fans with our family, on our family to do children's clothes for 12 years, well, the more senior fans have eight or nine of the kind of eight or nine of the fans, they buy clothes for so many years, is not everyone smart smart very, is not stupid?",但是你不能错过它的原因是因为你能穿3个季节，而且我们家老粉跟了我们家，就我们家做童装12年，嗯，那个资深一点的粉丝都有八九年的那种八九年的这种粉丝，他们买衣服买了这么多年，是不是大家都聪明的聪明的很，是不是不会傻？,42.18,3.410714286,3.410714286,5,96,17,338.8235294,1255,
45,"[42:28.410,42:38.060,0]","This dress sold 20,000 pieces yesterday. Is it because it is so cheap, easy to wear and practical that it attracts so many mothers to buy it?",这件衣服在昨天一天的时间就能卖2万件，是不是因为它真的很划算，又好穿又又实用，才会吸引这么多妈妈去买它？,42.47,4.444444444,4.444444444,5,47,9.65,292.2279793,1210,
45.17,"[42:38.160,42:53.010,0]","We don't sell every coat so much, it's very practical, practical and cost-effective, it needs to wait for nearly 30 SUNS, but its price is too good, because it is a predetermined price, because you have to wait so long, then I must put the profit out.",我们不是每个外套都卖这么多，它的实穿性、实用性和价格性价比非常之高，它需要等需要等将近30个太阳，但是它的价格太划算了，因为是预定价格，因为要等，你们要等这么久，那我一定要把利润掏出来。,42.64,2.375,2.375,2,82,14.85,331.3131313,1209,
45.42,"[42:53.210,43:1.010,0]","At the price you see now, I can beat him by 40 dollars. You know, you got two real pieces.",你们现在看到的价格，我可以比他再便宜40块钱，你要知道，你收到手的是到手的真两件。,42.89,2,2,3,35,7.8,269.2307692,1182,
45.55,"[43:1.080,43:12.380,0]","A hardshell jacket with DuPont triple defense on the outside, and under the hardshell jacket you have polar fleece, and the gold-resistant polar fleece has a real down jacket that you can wear alone.",一件外面有一件杜邦三防的冲锋衣，而且冲锋衣里面还给你套了摇粒绒，抗金的摇粒绒里面有一个真真正正可以单穿的羽绒服。,43.02,-1,1,2,53,11.3,281.4159292,1174,
45.74,"[43:12.380,43:28.030,0]","Is down jacket single can wear to 8°, can be used inside the velvet is Samsung company's peace of mind velvet, velvet giant good, is with the major first-line brands and the five-star hotel cooperation, to cooperate ah, a thing a code all have anti-counterfeiting code and trace source.",是羽绒服单穿能穿到8°，可以里面的绒用的是三星公司的安心绒，绒巨好，是跟各大一线品牌还有那个五星级酒店合作的，去合作的啊，一物一码全部都有防伪码和溯源码。,43.21,1.071031746,1.071031746,2,69,15.65,264.5367412,1190,
46,"[43:28.030,43:49.130,0]","Well, not while the outside of the er jacket down jacket, DuPont three waterproof, anti-fouling and anti-oil, wear to the single wear to 10° price to buy 399 inside the down jacket, do the basic waterproof comfort velvet of 650° fluffy, 1000 cleanliness, one thing one yard outside to buy ordinary down are going to buy 399.",嗯，非趁外面的呃冲锋衣羽绒服，杜邦三防防水防污防降油，穿到单穿穿到10°价格去外面买399里面的羽绒服，做了基础防水安心绒的650°蓬松度，1000的清洁度，一物一码在外面买买普通的羽绒都要买399了。,43.47,-1.097883598,1.097883598,2,77,21.1,218.957346,1207,
46.35,"[43:49.130,44:1.030,0]","Is it 399,399 dollars for a certain pair of pants, baby, we only need more than 300 dollars today, and the adult SM is only 349, um, Sir.",要某一某裤是不是399399加在一起八九百块钱，宝宝，我们今天只要300多块钱，大人的SM只要349，嗯，大人。,43.82,1.628571429,1.628571429,3,36,11.9,181.512605,1224,
46.55,"[44:1.100,44:7.250,0]","People's L and cross L sizes are only 369, and baby's are only 199.",人的L码和叉L码只要369，宝宝的才199起。,44.02,0,0,2,13,6.15,126.8292683,1246,
46.66,"[44:7.750,44:10.700,0]",Remember to shoot it in two minutes while I'm talking.,记得在我讲的时候，就两分钟以内去拍它颜色。,44.13,0,0,1,19,2.95,386.440678,1235,
46.71,"[44:10.700,44:12.575,1]","Just a little look. Oh, oh, forgot the color. Yeah.",稍微看一眼，哦哦，颜色忘了讲，是的。,44.18,-1.875,1.875,3,14,1.875,448,1228,
46.74,"[44:12.575,44:19.975,0]","To make sure it is the size and color I give you first, and then you think about the color and size you want, because I don't tell, there is no such price.",来保证它是我先把码数和颜色给你过了，然后你们想好想好自己要的颜色和码数，是因为我不讲了，是没这个价格的。,44.21,2.5,2.5,3,48,7.4,389.1891892,1228,
46.86,"[44:19.975,44:34.200,0]","Cut, you really don't want to add 40 yuan after I finished today, will add 40, is now you see is so 199 and 349369, to the back add 40 on more than 300 yuan ah, more than 400 yuan, you know?",切，你真的不要因为我今天过完以后，后面就加了40块钱，会加40，就是现在你看是幺幺呃199起和349369，到后面加40就300多块钱啊，400多块钱了，知道吧？,44.33,3,3,4,52,14.225,219.3321617,1242,
47.1,"[44:34.300,44:44.575,0]","Color girl pink purple, you go to choose between two, if it is fifth grade sixth grade and middle school, you go to buy purple, yes, or black baby to buy purple, purple is white.",颜色女生粉色紫色，你去二选一，如果是五年级六年级和上初中的，你去买紫色，对啊，或者是黑皮宝宝买紫色，紫色显白。,44.57,-0.666666667,0.666666667,3,48,10.275,280.2919708,1246,
47.27,"[44:44.575,44:52.100,0]","Hey, pink kindergarten 1234 age group is relatively young, you directly buy pink, is two pieces can be joined together.",哎，粉色幼儿园的一二三四年级年龄段比较小的，你直接买粉色，是两件是可以连在一起的。,44.74,0,0,1,37,7.525,295.0166113,1246,
47.4,"[44:52.100,44:56.325,0]","You can turn it into one piece, or you can see it separately, so it's amazing and lasts a long time.",你可以变成一件的，也可以分开看到没有，所以它很神奇，能穿很久。,44.87,2.75,2.75,5,27,4.225,383.4319527,1219,
47.47,"[44:56.325,44:58.325,0]","You can wear it in fall, winter, or next spring.",秋天、冬天、明年春天都能穿。,44.94,0,0,2,11,2,330,1222,
47.5,"[44:58.325,44:59.850,1]","It can be separated, it can be joined together.",它可以分开，可以连在一起。,44.97,0,0,2,11,1.525,432.7868852,1214,
47.53,"[44:59.850,45:1.050,1]","Ok, here's a girl's.",好，这是女生的。,45,5,5,5,6,1.2,300,1214,
47.55,"[45:1.320,45:4.820,0]","Pink boy baby, let's choose between black and gray.",粉子男生宝宝，咱们就黑灰里面二选一。,45.02,-1.333333333,1.333333333,3,16,3.5,274.2857143,1214,
47.62,"[45:5.270,45:10.470,0]","Black and gray inside the first choose black, certainly not wrong, and dirty and not pick the skin color, and white and everything.",黑灰里面首先选黑色，肯定不出错，又耐脏又不挑肤色，又显白又百搭。,45.09,-0.722222222,0.722222222,2,28,5.2,323.0769231,1214,
47.71,"[45:10.570,45:17.670,0]","However, if you have a lot of black clothes, the baby chooses gray, gray looks more layered, more expensive, yes, more sophisticated.",但是，如果你黑色衣服很多了，宝宝选灰色，灰色看起来更层次感，更贵，是啊，更有高级感。,45.18,2.222222222,2.222222222,2,35,7.1,295.7746479,1234,
47.82,"[45:17.670,45:22.020,0]","You can see the grain more clearly, you can see the little girl next to it, and the sleeves are very curvy.",它的纹理看得更清楚，你看旁边的小妮子看得一清二楚，袖子很有廓型。,45.29,1.225,1.225,2,29,4.35,400,1234,
47.9,"[45:22.170,45:26.245,0]","Now the adult's sample clothes are not in the broadcast room. They have been taken to take photos, so they can't try them on.",现在大人的样衣不在直播间，拿去拍照了，试穿不了了，直接没有办法试穿。,45.37,1,1,3,30,4.075,441.7177914,1244,
47.97,"[45:26.245,45:40.595,0]","I told you, buy them all according to your height. If you want to wear them for three years, it's normal. The size that fits you can wear them for two years, but if you want to wear them for three years, you can shoot up a size and normal, you just shoot half a size, you know, if it's a card size, it's half a size.",是我就告诉你，全部按你的身高买对小朋友如果想穿3年就正常，这个你拍合身的码数能穿2年可以，但是如果你想穿3年的，你可以拍大一个码数正常，你只要拍大半个码，就是呃，如果卡码的话，拍大半个码就行。,45.44,-0.083333333,0.083333333,1,84,14.35,351.2195122,1250,
48.21,"[45:40.595,45:46.820,0]","That's right, but if you want to last three years, you can go up a size. And, you know, there are so many adult sizes. I tried them all on.",够了对，但是如果你想拍穿三年，可以拍大一个码啊，然后，大人正码正拍码数非常多，我都试穿了。,45.68,2.214285714,2.214285714,3,39,6.225,375.9036145,1283,
48.31,"[45:46.820,45:51.020,0]","A: Yes, I tried it on. Medium is the length that covers the butt and the crotch.",试穿过了，我穿中码是能遮屁屁能遮胯的一个长度。,45.78,0,0,1,21,4.2,300,1282,
48.38,"[45:51.070,45:54.245,0]","I'm 5 '5 "". I'm a medium and a plus-size. I can fit in too.",我一米65，穿中码大码，我也能穿。,45.85,4,4,5,12,3.175,226.7716535,1282,
