time ,cn,text,viwer
"[28:4.170,28:8.070,0]",今天呢，领到券的宝贝两位数，体验一下买棉服的快乐。,"Today, you'll get double digits in coupons and experience the joy of buying quilted clothes.",799
"[28:8.570,28:12.645,0]",嗯，那你后台先把优惠券做一下，然后你们看一下怎么想要去买。,"Well, you make the coupons backstage first, and then you see how you want to buy them.",800
"[28:12.645,28:14.170,0]",我让后台准备一下链接。,I'll ask the backstage to prepare the link.,800
"[28:14.220,28:18.870,0]",呃，要单件格子的话，留个1，要手上三件都买的，留个3。,"Well, if you want a single plaid, keep a 1, and if you buy all three, keep a 3.",824
"[28:19.220,28:30.920,0]",我按照你们需求来，你们要怎么买，我就怎么上我们家做搭配，但是不捆绑消费好吧，大家是想要单件还是说都上的这一件偏轻薄，这个也是加棉的衬衫，这件偏轻薄。,"I follow your needs, how you want to buy, how I will match our home, but not bundled consumption well, do you want a single piece or say all on this one is light, this is also a cotton shirt, this is light.",824
"[28:30.970,28:40.720,0]",呃，南北方的话，大家如果北方要选就选这个格子的，南方要选就选这一件的裤子有加绒不加绒，两个版本都有的，大家如果要选，要看清楚了。,"Well, for the north and the south, if you want to choose this plaid, and if you want to choose the South, you want to choose this one with fleece or not fleece, both versions have, if you want to choose, you have to see clearly.",827
"[28:40.720,28:48.470,0]",这样吧，后台我们3件都上，大家三件都喜欢，我们3件都上，三件链接都做一下优惠活动，再帮我准备一下好吧？,"Tell you what, backstage we have three pieces on, everyone like three pieces, we have three pieces on, three links to do a promotional activity, and then help me prepare it, OK?",838
"[28:48.570,28:55.470,0]",呃，今天这样吧，宝贝，我就一个小小请求，左上角有个免费关注，帮我点一下关注，不用花钱。,"Uh, how about today, baby, I just have a small request. There's a free follow in the upper left corner. Please click the follow for me.",841
"[28:55.870,29:0.770,0]",但是我们家这个衣服呃，这个账号的话是新号，我就想要积累一波。,"But this dress of ours, if this account is a new number, I want to accumulate a wave.",819
"[29:0.840,29:7.615,0]",10万新人粉是的，呃，你想要在我直播间以后买衣服，想要做为我的回头客的都可以把关注点一下好吧。,"Yeah, well, if you want to buy clothes after my show, if you want to be my repeat customer, you can focus on that.",819
"[29:7.615,29:14.940,0]",这个关注点上，愿意支持我的宝贝们，我都不会让你们白来白点的是我自家粉丝的后台再帮我这样吧。,I'm not gonna let any of you get away with supporting me on this one. It's gonna be my own fan backstage.,840
"[29:14.990,29:17.365,0]",嗯，你刚刚做的棉服是30卷是吧？,"Well, the cotton-padded jacket you just made was 30 rolls, right?",848
"[29:17.365,29:27.340,0]",是的，直接改成50的好的，50的券领到券，今天幺零九九十九都不开了，我给你们两位数感受一下，一共准备了多少张。,"B: Yes, just change it to 50. Ok, you get 50 tickets. Today, there are no more tickets. I'll give you a two-digit idea of how many tickets we have.",851
"[29:27.540,29:29.415,1]",一共准备了60单。,A total of 60 orders were prepared.,851
"[29:29.415,29:30.490,0]",那就直接发吧。,Then just send it.,836
"[29:30.790,29:34.015,0]",左上角领好券，我带你们上车发券。,Take your tickets in the top left corner. I'll take you to the car and hand them out.,836
"[29:34.015,29:35.990,1]",倒计时54321。,"Countdown 54,321.",836
"[29:35.990,29:46.640,1]",左上角先点关注再领券，领券给优惠，秋季新款立减50元，只有60张券，所以大家也要抓紧时间拼手速拼网速，先到先得。,"Top left first point attention and then coupon, coupon to discount, autumn new immediately reduced 50 yuan, only 60 coupons, so we should also seize the time to fight hand speed fight network speed, first come first served.",837
"[29:46.640,29:47.040,1]",嗯。,MHM.,837
"[29:47.140,29:57.490,0]",把券先领一下啊，券领到手更加划算一点，这个是对男生女生都能去穿的宝贝儿，这个更厚一点啊，这个是双倍厚度的，这个轻薄一点。,"Take the coupon first. It's cheaper to get it in your hand. This is for both boys and girls, baby. This is thicker, this is double thickness, this is lighter.",851
"[29:57.590,30:0.790,0]",呃，然后这两件你也帮我直接改一下价格吧，纯色。,"B: Well, then you can change the price of these two pieces directly for me, solid color.",866
"[30:0.860,30:5.585,0]",跟裤子的话，今天也是两位数优惠活动开一波，你们买哪件都划算。,"As for pants, today is also a double digit sale. You can get a good deal on any item.",866
"[30:5.585,30:8.410,0]",但是唯一缺点就是单量不多，一共是60单。,But the only drawback is that there aren't many orders. There are 60 in all.,887
"[30:8.660,30:11.260,0]",要什么尺码，公屏上留什么尺码。,What size do you want? What size is on the public screen.,887
"[30:11.410,30:20.210,0]",后台这边根据大家公屏上留的尺码，这60单一对一的精准加单，每个尺码如果说要的多，我就多加多上好吧。,"Backstage here, according to the size left on your public screen, these 60 pairs of precise orders, if you want more each size, I will add more.",887
"[30:20.210,30:31.910,0]",我们家手上拿的都是100码90~150的国标尺码，真码真拍要90，留90要100留195，买一百一百超过32斤买110就可以了啊。,"Our hands are 100 yards 90~150 of the national standard size, the real size to 90, stay 90 to 100 to 195, buy 100 more than 32 catties to buy 110 can be ah.",924
"[30:32.010,30:34.410,0]",嗯，后台帮我看一下哪个尺码要多一点。,"B: Well, help me backstage to see which size is more.",926
"[30:34.410,30:36.360,1]",这不这不120要多一点。,"No, no, no. 120 is a little more.",926
"[30:36.360,30:37.135,0]",120是吗？,120. Is that right?,937
"[30:37.135,30:39.260,0]",对，那就120给你们多开一点吧。,"B: Yes, I'll give you 120 for a little more.",937
"[30:39.460,30:44.960,0]",八十三二十二斤买个九零码，九十一二十四斤，买90码就行了，男生女生都能去穿。,"Eighty-three and twenty-two catties for a size 90, nine and twenty-four catties for a size 90, both boys and girls can wear it.",937
"[30:45.110,30:48.260,0]",今天要买两件的宝贝，我就不限你单了。,I'll let you have a two-piece order today.,937
"[30:48.460,30:50.860,0]",要买两件的分开两次。,Buy two pieces and split them twice.,937
"[30:50.860,30:53.810,0]",第二件领到券的我还给你减50块钱。,I'll give you 50 dollars off the second ticket.,937
"[30:53.910,30:59.410,0]",两件买下来更优惠，但是就是比较重要的一件事情就是3呃50的券领到了吗？,"It's better to buy two, but the most important thing is that did you get the $3.50 coupon?",938
"[30:59.510,31:0.810,0]",领到券公屏上。,Take the ticket to the public screen.,922
"[31:0.880,31:6.680,0]",上打个零证明一下，我们发了你领了，咱们都没有什么事儿，就直接上车了，不再讲了啊。,"Make a zero to prove that we have sent you to take, we have nothing to do, just get on the car, no more talking ah.",907
"[31:6.780,31:8.880,0]",27斤买个九零码就行了。,A: Just buy a size nine for twenty pounds.,907
"[31:8.880,31:15.980,0]",呃，然后我们家这个棉服格子放1号，呃，棉服纯色放2号，裤子放3号，就给大家最后60单。,"Uh, and then we put size one in this cotton-padded plaid, uh, cotton solid color size two, pants size three, and we'll give you the last 60 orders.",907
"[31:16.080,31:26.930,0]",60单全部是首批拍完直接恢复到正常售卖价格，所以真心喜欢想要宝贝先去把名额占到手，秒拍秒付，先到先得，准备好下单倒计时。,"60 single all is the first batch of auction directly restored to the normal sale price, so really like to want to baby first to take the quota to hand, second beat second pay, first come first served, ready to place the order countdown.",891
"[31:26.930,31:31.055,1]",543211号链接，一共就60单。,"Link number 543211, 60 orders in all.",891
"[31:31.055,31:37.880,1]",1号链接格子，2号链接纯色，3号链接裤子，成套搭配，美颜加倍，名额有限，错过不再有。,"No. 1 link plaid, No. 2 link solid color, No. 3 link pants, set match, beauty double, limited quota, miss no more.",913
"[31:37.880,31:42.430,1]",大家赶紧刷新去抢，刷新去拍，先到先得。,"Refresh to grab, refresh to shoot, first come, first served.",906
"[31:42.530,31:45.355,0]",嗯，是的，还在留尺码咋回事呀？,"B: Well, yes, I still have the measurements. Why?",915
"[31:45.355,31:53.680,0]",宝贝，上了赶紧买，不要留尺码了啊，130斤的话，买个100码，幺五五八十斤的话，嗯，穿不到明年啊。,"Baby, on the hurry to buy, don't leave the size ah, 130 catties, buy a 100 yards, so fifty-fifty-eighty catties, well, wear less than next year ah.",918
"[31:53.680,31:57.830,0]",我先说一下，幺五五八十斤可以穿，但是穿不到明年，只能穿48。,"Let me tell you first, I can wear 50 pounds, but I can only wear 48 pounds until next year.",923
"[31:57.830,32:0.830,0]",嗯，这个衣服的话，你们今天喜欢想要宝贝们先去。,"Well, if you like this dress today, the babies go first.",923
"[32:0.900,32:13.300,0]",左上角点关注，领到优惠券去下单棉服今天给你们79块九到手的价格，你在线下宝贝，你70来块钱，你逛街半个小时都没影儿了，你都不知道花哪儿了。,"Left corner of the point of attention, received the coupon to order quilted clothes today to give you 79 yuan nine hands of the price, you in the line baby, you 70 yuan, you go shopping for half an hour are gone, you do not know where to spend.",932
"[32:13.400,32:25.150,0]",今天在我直播间给你们花的是明白的，而且可以当内搭，可以当外套，双倍加厚的这一件啊，秋冬春三个季节都没有问题的，男宝女宝都能穿回去，洗完之后，它也不会成坨。,"Today in my broadcast room to give you flowers is clear, and can be when the inside, can be when the coat, double the thickness of this one ah, autumn and winter and spring three seasons have no problem, male treasure female treasure can wear back, after washing, it will not be a pile.",956
"[32:25.200,32:29.025,0]",我价格今天开的是便宜，但是品质我不打折。,"A: The price I have today is cheap, but I don't discount the quality.",956
"[32:29.025,32:41.575,0]",宝贝，这个衣服今天说白了我们新号我就八十六十单放出去的话，我就为了60个评论好评啊，品质评论的，所以，你们今天如果第一次在我家直播间下单的宝贝呢，你们就先以体验为主。,"Baby, this clothes today to put our new number I put out eighty-sixty, I will be for sixty reviews ah, quality reviews, so today if you are the first time to place an order in my home broadcast room baby, you first to experience.",954
"[32:41.575,32:54.850,0]",第一次来，我让你们先体验消费感拉满好吧，花小钱买高货，收到货都可以货比货，觉得值，你在线下买的三位数，一百七八的，咱们就留下，觉得不值，没关系，直接申请退就行了。,"The first time to come, I let you first experience the sense of consumption is full of well, spend a small amount of money to buy high goods, receive goods can be goods than goods, feel the value, you buy in the line of three figures, 178, we will leave, think it is not worth, it doesn't matter, directly apply for return on the line.",884
"[32:54.950,33:0.850,0]",卡其色好像没有在我直播间，宝贝们啊，这两件的话，对比一下，这件比较偏厚厚实一点。,"I don't think khaki is in my room. Honey, if you compare these two, this one is thicker and more solid.",826
"[33:0.920,33:8.670,0]",点这件比较偏轻薄一点，所以大家去买的时候看清楚选择对了啊，我觉得这个更加适合北方的抗冻一点。,"This one is slightly lighter, so when you go to buy it, you should see clearly and choose the right one. I think this one is more suitable for the frost resistance in the north.",799
"[33:8.720,33:12.370,0]",然后这个的话，就是更加适合南方的比较偏轻薄一点。,"Then this one, which is more suitable for the south, is a little lighter.",794
"[33:12.370,33:18.920,0]",上身好吧，南北方大家去选的时候看清楚单了3单，我们就10秒钟准备简单下链接了吧。,"Upper body OK, when you go to the north and south to see the single 3 single, we will prepare a simple link in 10 seconds.",794
"[33:18.920,33:32.820,0]",好的，我就不再多说多讲了，80在22斤买个九零码，呃，不要去太大，不要去太大啊，咱们家尺码非常宽松，给你们做到的是韩版的很宽松，不贪大，不显不贪小，中码中拍买就行了啊。,"Ok, I will not say more talk, 80 in 22 pounds to buy a nine yards, er, don't go too big, don't go too big ah, our size is very loose, give you to do the Korean version is very loose, not greedy big, not greedy small, medium size to buy on the line ah.",775
"[33:32.870,33:45.720,0]",那这个纯色的话，今天也再帮我保留一下好的，59块9的价格，如果他们拍完了，直接恢复到109没问题，这件更轻薄，我觉得这件更适合搭在羽绒服里面，它当做一个羽绒服内胆去穿。,"Ok, the price of 59 yuan 9, if they finish shooting, directly restore to 109 no problem, this is lighter, I think this is more suitable for the down jacket inside, it as a down jacket to wear.",776
"[33:45.820,33:59.820,0]",然后裤子我做的是花灰色的搭配裤子，给大家做到有加绒的有不加绒，这两个外套都能搭好吧，你们喜欢的都可以去带一下这个裤子，给大家到手的价格是39块九起的，幺幺五四十二斤，买120就行了。,"Then the pants I do is flower gray with pants, for everyone to do with cashmere have no cashmere, these two coats can be put up, you like can go to take this pants, give you the price is 39 pieces of nine, so 542 catties, buy 120 on the line.",766
"[33:59.870,34:0.870,0]",嗯，裤子的话还。,"Well, the pants are still.",726
"[34:0.940,34:1.540,0]",剩多少单呀？,How many orders are left?,727
"[34:1.540,34:3.440,1]",裤子只有最后的四单了。,There are only four orders of pants left.,716
"[34:3.590,34:11.690,0]",那四单拍完也也是恢复一下，恢复到69好的，九十六三十二斤买100码，幺幺五四十斤买120就行了。,"The four single shot is also restored to 69 good, ninety-six thirty-two catties to buy 100 yards, so fifty-forty catties to buy 120 on the line.",716
"[34:11.740,34:12.740,0]",个子在几号？,What size is it?,684
"[34:12.740,34:22.140,0]",刚刚被拍盘了新粉今天第一次刚刚来到我们家直播间的左上角，大家没点关注的关注先点一下啊，宝贝们关注先点好了啊。,"The new fan has just been shot for the first time today just came to the top left corner of our home broadcast room, you don't pay attention to the attention first click ah, baby focus on the first point.",685
"[34:22.190,34:26.140,0]",嗯，那我们家这个衣服的话，81.5身高去买90码。,"Well, for this dress of ours, I'll go for a size 90 at 81.5.",692
"[34:26.240,34:30.465,0]",我们想问一下宝贝们，这个衣服的话呢，你们都买到了吗？,"We want to ask the babies, what about this dress, have you all got it?",706
"[34:30.465,34:31.390,0]",都拍到了吗？,Did you get them all?,714
"[34:31.590,34:35.940,0]",如果都买到都拍到，我要不就过个其他款给你们看看好不好啊？,"If I can get them all, why don't I show you another style?",716
"[34:35.940,34:46.540,0]",如果说你们是刚刚走进我直播间的宝贝们呢，没有买到哪一件，你告诉我没买到格子的话，公屏上留个1，没买到纯色的话，公屏上留个2。,"If you are the babies who just walked into my studio and didn't buy any piece, if you tell me you didn't buy plaid, leave a 1 on the public screen, if you don't buy a solid color, leave a 2 on the public screen.",715
"[34:46.540,34:55.940,0]",我看一下大家是哪一个没买到，没拍到的我先讲先上哪一个，按照你们需求来，这两个都是棉服来的啊，都要一起。,"Let me see which one you did not buy, did not shoot I first talk about which one first, according to your needs, these two are cotton-padded clothes ah, they should be together.",735
"[34:56.190,35:0.890,0]",那我就做两个链接好吧，都给你们上啊，然后这。,"I'll just make two links. All right, here you go. And here.",742
"[35:0.960,35:6.310,0]",两件的话，今天最后一波了，你再帮我申请个最后的一个50单吧。,"Two pieces, today's last wave, you can help me apply for a last 50 order.",756
"[35:6.510,35:22.710,0]",好，最后50单还按我们就是开播的半价活动，你再给大家申请一下，我把面料品质细节做工做工快速给你们讲一下，过一下讲完之后，带你们上车买东西啊，再便宜，不管是在我这儿还是在其他地方，一定要看清楚品质。,"Ok, the last 50 orders are still according to the half-price activity we are starting. You can apply for everyone again. I will give you a quick description of the fabric quality details. After talking about it, I will take you to the car to buy something.",756
"[35:22.860,35:24.710,0]",品质是不会骗人的好不好？,"Quality doesn't cheat, okay?",773
"[35:24.860,35:33.735,0]",那我也想问一下，我直播间700来位宝妈们，嗯，要下单的宝妈是给男孩儿还是给女孩儿买的是给男生买留个男，是给女生买留个女。,"Well, I also want to ask the 700 or so precious mothers in my live room, um, are the precious mothers ordering for boys or girls? Are they buying for boys to keep a boy, are they buying for girls to keep a girl.",772
"[35:33.735,35:42.410,0]",我们家这个新号每一天人群都不太一样，所以的话，我也想知道一下我们家这个衣服的话呢，给到大家呢，呃，是男孩儿多还是女孩儿多？,"Our new size has a different crowd every day, so I also want to know about this dress at our house, how about giving it to everyone, uh, are there more boys or girls?",784
"[35:42.410,35:52.510,0]",后续跟我们家客服那个开发部的小姐妹去说一下，嗯，看一下就是靠近你们的需求去上的新款，是男生女生都有，但是男孩偏多是吗？,"Then talk to the little sister in the development department of our customer service. Well, take a look at the new model close to your needs. There are both boys and girls, but there are more boys, right?",819
"[35:52.710,36:0.910,0]",我这个衣服给大家设计的就是这种蓝天白云的感觉，更适合男生女生都能穿的，更适合中性的一个款式的保穿耐。,"I design this dress for you is this blue sky and white clouds feeling, more suitable for boys and girls can wear, more suitable for a neutral style of durable wear.",818
"[36:0.980,36:8.530,0]",上就是感觉一眼明亮的很清新，面料给大家做到的是棉感的，然后中间给大家做到的是双倍加厚。,"The top is to feel bright and fresh at a glance, the fabric gives you a sense of cotton, and then the middle gives you a double thickness.",862
"[36:8.530,36:21.380,0]",是的，秋冬穿3个季节，2年能当外套，能当内搭，看自己需求去搭配，内里给大家做到的是一个舒美成内衬的，所以宝贝穿在身上呃，它不闷汗不捂汗，透气性也是很好。,"Yes, autumn and winter wear 3 seasons, 2 years can be when the coat, can be when the inside, see their needs to match, the inside for everyone to do is a comfortable into the lining, so the baby wears on the body, uh, it does not stuffy sweat does not cover sweat, breathability is also very good.",885
"[36:21.680,36:25.330,0]",整个衣服大家回去能手洗，能机洗，我们家这个棉。,"The whole clothes can be hand washed, machine washed, we have this cotton.",857
"[36:34.880,36:38.130,0]",说黑皮黄皮的宝贝穿在身上，它一点不压黑的。,"Say black and yellow baby wear on the body, it does not press black at all.",875
"[36:38.230,36:43.955,0]",你看到每一个晴天出来黑皮黄皮的人显黑的没有的，这个是一样道理的啊。,"You see every sunny day out black yellow skin people look black, this is the same reason ah.",875
"[36:43.955,36:47.530,0]",而且我们家版版型是宽松的，胖瘦都能驾驭得了。,"And our version is loose, fat and thin can handle it.",875
"[36:47.530,36:54.730,0]",你们在线下去买这么一件品质的呃韩货店呢，小众精品的，包括买手机盒基本上能卖你200左右。,"You go online to buy such a quality Korean store, a small boutique, including the purchase of mobile phone cases can basically sell you about 200.",864
"[36:54.930,37:0.255,0]",今天在我直播间，我129半价都划算，但是今天半价都不需要了。,"Today in my studio, I can get 129 half price, but today half price is not needed.",864
"[37:0.255,37:2.330,0]",宝贝儿啊，这个还不够细节吗？,"Baby, isn't that enough detail?",856
"[37:2.630,37:4.130,0]",啊，很多宝贝都等着急了。,"Ah, many babies are waiting.",856
"[37:4.130,37:5.080,0]",我先开一波吧。,Let me start with a wave.,896
"[37:5.180,37:15.480,0]",今天我们给大家最后一波了，你再帮我设置一波优惠券吧，我也充个1000人在线，好给大家今天两位数体验一下买这个就是棉服的快乐。,"Today we give you the last wave, you help me set up a wave of coupons, I also charge 1000 people online, so that everyone today double-digit experience to buy this is the happiness of cotton jacket.",895
"[37:15.530,37:23.780,0]",你们今天想要怎么买怎么拍的宝贝告诉我一下，我按照你们需求来要单件格子的话，留个1，要我手上3件都上的，留个3。,"Tell me how you want to buy and shoot the baby today. If I want a single piece of plaid according to your needs, leave a 1. If I want all three pieces on my hand, leave a 3.",930
"[37:24.080,37:26.130,0]",你们要一件还是要3件？,Do you want one or three?,931
"[37:26.130,37:35.130,0]",我按照你们需求来我们家直播间做搭配，但是我们从来不捆绑消费，我按你们需求来好吧，这一件它是给大家做加棉的。,"I according to your needs to our home studio to do the match, but we never bundle consumption, I according to your needs to do well, this one it is for you to do cotton.",931
"[37:35.260,37:40.110,0]",然后这件比较偏轻薄啊，这个的话就是男，我觉得更适合南方当做内胆去穿。,Then this one is more light and thin. This one is a man. I think it is more suitable for the south to wear as an inner bladder.,947
"[37:40.210,37:49.110,0]",裤子有加绒不加绒，两个版本都有的，你们待会儿去选的时候别选错了啊，3件都帮我给大家上一下吧，3件都设置一下优惠链接。,"Pants with fleece or not fleece, both versions have, you go to choose later don't choose wrong ah, 3 pieces are to help me give you a look, 3 pieces are set up a discount link.",947
"[37:49.510,38:5.360,0]",今天每买哪一件都划算，但是我就一个小请求，左上角没点关注的，大家先把关注先点一下，我们家这个账号是新号来的，嗯，然后我今天呢，也是想要在直播间给大家做一波新人粉丝的一个就是就是那个单量。,"Today every buy which one is cost-effective, but I have a small request, the top left corner did not point to the attention first point, our home this account is a new number to come, um, and then I today, also want to give you a wave of new fans in the broadcast room is that single amount.",955
"[38:5.510,38:15.910,0]",所以说，你们今天愿意支持我的宝贝是我家自家粉丝的，今天都不会让你们白来白点的后台这样吧，你刚刚棉服做的是30卷吧，是的，直接改改到50块钱。,"So, you are willing to support my baby today is a fan of my family, today will not let you come to the backstage so, you just made a cotton jacket is 30 rolls, yes, directly changed to 50 yuan.",956
"[38:15.910,38:21.685,0]",好的，今天给大家直接放50的券，领到券今天幺零九九十九，我都不需要了。,"All right, I'll give you 50's today. I got 50's today. I don't need them anymore.",961
"[38:21.685,38:23.660,0]",那你看一下，你申请到多少张优惠券？,Then take a look. How many coupons did you apply for?,986
"[38:23.660,38:25.310,1]",这帮我申请到60张。,That helped me get to 60.,986
"[38:25.310,38:29.335,0]",60张哈对的那就给大家60张券，直接放左上角。,"If you're right, give everyone 60 tickets and put them in the top left corner.",986
"[38:29.335,38:34.460,0]",你们领好券，我就上车了，来吧，左上角发券，倒计时54321。,"You get your tickets, I'll get on the bus. Here you go. Tickets in the top left corner. Countdown 54321.",986
"[38:34.460,38:35.260,1]",左上角先。,Top left corner first.,986
"[38:35.300,38:37.750,1]",先点关注再领券，领券给优惠。,Follow before you get a coupon. Get a coupon for a discount.,1009
"[38:37.750,38:43.875,1]",秋季新款立减50元，只有60张券，所以大家一定要抓紧时间拼手速，拼网速。,"The fall new model will be immediately reduced by 50 yuan, only 60 tickets, so everyone must seize the time to fight hand speed, fight Internet speed.",1020
"[38:43.875,38:45.025,0]",先到先得。,"First come, first served.",1020
"[38:45.025,38:54.100,0]",是的，左上角大家先把券点点一下，领一下，领到券今天给你们直接试才是两位数，没有领到券要买贵的宝贝，这个是给你省钱的啊。,"Yes, in the top left corner, please count your tickets and collect them. The coupons are double digits for you to try today. If you don't get tickets, you can buy expensive treasures.",1009
"[38:54.100,38:59.600,0]",然后我们家这两件的价格也改到两位数，优惠一点，今天都开了，买哪一件都划算。,"Then we changed the price of these two pieces to double figures, a little discount, both open today, you can buy either one of them.",1041
"[38:59.600,39:2.800,0]",但是，就我们最后60单，要什么尺码？,"B: But for our last 60 orders, what size do you want?",1041
"[39:2.800,39:5.900,0]",公屏上留一下尺码，我们准备一下加单上车了。,"Leave the size on the public screen, we are ready to add the order to the car.",1041
"[39:6.200,39:13.550,0]",我手上展示的是100码，我们家是90~150的国标尺码，正码正拍要90，留90要100留100。,"My hand is showing size 100, our family is 90~150 national standard size, positive size should be 90, stay 90 to 100.",1062
"[39:13.550,39:16.600,0]",哪个尺码多，哪个尺码给大家多开多加多上。,"Which size is more, which size will be given more.",1062
"[39:16.850,39:22.700,0]",如果说是95卡码买一百一百超过32斤买110就行了，以此类推好吧。,"If you say 95 calories to buy 100 100 over 32 pounds to buy 110, and so on.",1053
"[39:22.750,39:25.500,0]",嗯，后台先帮我看一下哪个尺码要的多一点。,"B: Well, backstage, please check which size I want more.",1053
"[39:25.500,39:27.175,1]",这波120要多一点。,This wave 120 is a little more.,1046
"[39:27.175,39:28.000,0]",120是吧？,"120, right?",1046
"[39:28.000,39:31.725,0]",对的那我就把120的尺码给大家多开多加多上了啊。,B: That's right. I'll give you more size 120 and put more on it.,1043
"[39:31.725,39:35.250,0]",是的，对衬衫还有这一件，这两个都是棉服来的，今天。,"Yes, yes, the shirt and this one. These are both cotton-padded clothes, today.",1043
"[39:35.320,39:39.495,0]",给你们两位数体验呃，要买两件的宝妈，我今天就不限你单了。,"I'll give you a double digit experience. Uh, buy two pieces, and I'll let you have it today.",1043
"[39:39.495,39:44.070,0]",要买两件，今天可以分开两次领券下单，第二件再减50。,"To buy two pieces, you can place two separate orders today and take 50 off the second piece.",1043
"[39:44.120,39:46.770,0]",但这个券的话，你们一定要先领一下这个券。,"But for this coupon, you must collect this coupon first.",1049
"[39:46.770,39:52.945,0]",如果都领到手了，公屏上打个零证明一下，我发券了，你领券了，咱们没什么问题就上车了。,"If you've got your hands, put a zero on the public screen to prove it. I gave you the ticket, you got the ticket, we can get on the bus without any problems.",1049
"[39:52.945,40:1.595,0]",很多宝贝也等着急了，好吧，如果这个券的话，没有领到的话，要比别人贵50块钱，我们是不补差价的啊，宝贝儿，领好了吗？,"A lot of babies are waiting. Well, if you don't get this coupon, it's 50 yuan more than others. We don't pay the difference, honey.",1049
"[40:1.595,40:11.995,0]",领好我就开了啊，来1号链接放格子，2号链接放纯色，3号链接给大家放裤子，60单全部放，首批先到先得的，给到你们再体验一波。,"Take it and I'll open it. Let's put plaid on link number 1, solid color on link number 2, pants on link number 3, all 60 orders, first come, first served, for you to experience another wave.",1050
"[40:11.995,40:17.670,1]",准备好加单倒计时543211号链接一共只有60单。,Get ready to add the number 543211 link only 60 orders.,1060
"[40:17.670,40:25.720,1]",一号链接格子，二号链接橙色，3号链接，裤子成套搭配，美丽加倍，名额有限，错过要拍大腿，错过要后悔一整天。,"No. 1 link grid, No. 2 link orange, No. 3 link, pants set match, beauty double, limited places, miss to clap thighs, miss to regret all day.",1081
"[40:25.770,40:35.020,1]",左上角的大额优惠券，建议不然里边柜，所以说，姐妹们赶紧刷新去抢，刷新去拍，先到先得是的呃。,"The large coupons in the upper left corner, it is recommended not to inside the cabinet, so that said, sisters hurriedly refresh to rob, refresh to shoot, first come first served yes.",1092
"[40:35.340,40:41.890,0]",左上角点关注再领券啊，宝贝们点关注领到优惠券啊，你们今天喜欢想要宝贝都可以去感受一下。,"Click on the top left corner to get the coupon, baby click on the coupon, you like to want to feel the baby today.",1091
"[40:42.190,40:55.565,0]",那个有人在我直播间带节奏的啊，你你说要去那个某宝上买，我跟你说，我家衣服做原创的，有些的话，某宝上你别说某宝了，拼夕夕上面都是有一些超我家版的，你愿意买次货的话，那我拦不住你啊。,"That someone in my live broadcast with rhythm ah, you you said to go to the treasure to buy, I tell you, my clothes do original, some words, a treasure on you don't say a treasure, fight Xi xi above are some super my version, you are willing to buy inferior, then I can't stop you ah.",1125
"[40:55.565,41:1.515,0]",你要是买高货的，买品质货的，你想买原创的，今天可以在我直播间试，但是不要带我节奏。,"If you buy the high quality, buy the quality, you want to buy the original, you can try in my studio today, but don't bring me rhythm.",1166
"[41:1.515,41:8.690,0]",好吧，买卖是自由的，对不对你买衣服也是自由的，这个衣服今天给到大家呃感受一下啊，宝贝们。,"Well, buying and selling is free, right? You're also free to buy clothes, and this dress is here for you to, uh, feel, baby.",1221
"[41:8.690,41:18.940,0]",然后我们家这个衣服，对，就是明白人都知道的，所以我不想解释那么多的，就23了，愿意买的今天都可以试，不愿意买的没关系，我没绑着大家去买的啊。,"Then our home this dress, yes, is known to all, so I don't want to explain so much, on 23, willing to buy today can try, do not want to buy it doesn't matter, I did not tie everyone to buy ah.",1228
"[41:19.090,41:24.765,0]",这个衣服的话，你们今天喜欢想要宝贝们左上角记得先点关注领券，领到券去下单。,"If you want this dress today, remember to pay attention to the top left corner of the baby, get the ticket to place an order.",1228
"[41:24.765,41:26.640,0]",今天79块9给到大家。,Seventy-nine dollars will be given to everyone today.,1224
"[41:26.790,41:35.290,0]",嗯，一岁半一岁半宝宝报身高体重，然后这个是给你们做到双倍加厚的男生女生都能去穿的，秋冬春三个季度。,"Well, a year and a half, a year and a half, height and weight, and this is for you to double the thickness of the boys and girls can wear, autumn, winter and spring three seasons.",1226
"[41:35.360,41:37.810,0]",两年可以当内搭，可以当外套去穿。,Two years can be worn as an inside coat.,1206
"[41:37.910,41:49.035,0]",我们家衣服全部是按照线下专柜品质去做的，就是你今天在我直播间可以体验一次，我会让你觉得这一次能够再做我回头客的品质，留你的好吧。,"Our clothes are all in accordance with the quality of the offline shop to do, that is, you can experience in my broadcast room today, I will let you feel that this time can do my repeat customer quality, leave you well.",1149
"[41:49.035,41:55.060,0]",收到货，大家都可以货比货，真的品质是说话的，你们回去看到质量就知道了，明白人都懂的。,"After receiving the goods, everyone can compare the goods with the goods. The real quality speaks for itself. You will know when you go back to see the quality.",1102
"[41:55.060,41:56.310,1]",瘦到最后13。,Slim down to the last 13.,1102
"[41:56.460,42:3.335,0]",如果觉得值，你在线下买的一百八九的，你再留下不值没关系，直接退就行了好吧。,"If you think it's worth it, you bought it off the line. It doesn't matter if it's not worth it. Just return it.",1050
"[42:3.335,42:4.685,0]",第一次来的质量是吧？,"First time quality, right?",1050
